route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id,canonical_route_pattern
100-3-0,100,0,Wellington Station - Elm St,,1,510000000,58474293,0
100-1-0,100,0,Wellington Station - Roosevelt Circle,Evenings only,3,510000040,58623994,0
100-3-1,100,1,Elm St - Wellington Station,,1,510001000,58474294,0
100-1-1,100,1,Roosevelt Circle - Wellington Station,Evenings only,3,510001040,58623998,0
101-3-0,101,0,Sullivan Square Station - Malden Center Station,,1,510100000,58474297,0
101-2-0,101,0,Main St & Henry St - Winthrop St & Brooks St,School days only,3,510100040,58474321,0
101-3-1,101,1,Malden Center Station - Sullivan Square Station,,1,510101000,58474296,0
101-8-1,101,1,Winthrop St & Brooks St - Sullivan Square Station,School days only,3,510101040,58474320,0
104-_-0,104,0,Sullivan Square Station - Malden Center Station,,1,510400000,58472219,0
104-_-1,104,1,Malden Center Station - Sullivan Square Station,,1,510401000,58472017,0
105-1-0,105,0,Sullivan Square Station - Malden Center Station,,1,510500000,58474325,0
105-1-1,105,1,Malden Center Station - Sullivan Square Station,,1,510501000,58474324,0
106-_-0,106,0,Wellington Station - Lebanon Loop,,1,510600000,58474548,0
106-4-0,106,0,Malden Center Station - Lebanon Loop,Evenings only,3,510600040,58472115,0
106-3-1,106,1,Lebanon Loop - Wellington Station via Sylvan St,,1,510601000,58474602,0
106-_-1,106,1,Lebanon Loop - Wellington Station,Weekday evenings only,3,510601040,58471940,0
106-4-1,106,1,Lebanon Loop - Malden Center Station,Evenings only,3,510601050,58623992,0
108-6-0,108,0,Wellington Station - Linden Square,,1,510800000,58474616,0
108-7-0,108,0,Malden Center Station - Linden Square,School days only,3,510800040,58474576,0
108-2-0,108,0,Salem St & Sprague St - Linden Square,School days only,3,510800060,58474615,0
108-6-1,108,1,Linden Square - Wellington Station,,1,510801000,58474549,0
108-7-1,108,1,Linden Square - Malden Center Station,Weekdays only,3,510801040,58474559,0
109-_-0,109,0,Sullivan Square Station - Linden Square,,1,510900000,58472215,0
109-_-1,109,1,Linden Square - Sullivan Square Station,,1,510901000,58471944,0
110-_-0,110,0,Wellington Station - Wonderland Station,,1,511000000,58474535,0
110-4-0,110,0,Wellington Station - Broadway & Park Ave,,2,511000040,58474225,0
110-2-0,110,0,Wellington Station - Woodlawn,,3,511000080,58472551,0
110-_-1,110,1,Wonderland Station - Wellington Station,,1,511001000,58474536,0
110-4-1,110,1,Broadway & Park Ave - Wellington Station,,2,511001040,58474226,0
111-5-0,111,0,Haymarket Station - Woodlawn,,1,511100000,58471706,0
111-5-1,111,1,Woodlawn - Haymarket Station,,1,511101000,58472636,0
112-_-0,112,0,Wood Island Station - Wellington Station via Mystic Mall,,1,511200000,58474345,0
112-_-1,112,1,Wellington Station - Wood Island Station via Mystic Mall,,1,511201000,58474344,0
114-1-0,114,0,Maverick Station - Mystic Mall,Weekdays only,1,511400000,58653784,0
114-1-1,114,1,Mystic Mall - Maverick Station,Weekdays only,1,511401000,58653883,0
116-4-0,116,0,Maverick Station - Wonderland Station,,1,511600000,58653631,0
116-9-0,116,0,Broadway & Central Ave - Wonderland Station,Sunday early mornings only,3,511600040,58658181,0
116-4-1,116,1,Wonderland Station - Maverick Station,,1,511601000,58653632,0
117-5-0,117,0,Maverick Station - Wonderland Station,,1,511700000,58653618,0
117-1-0,117,0,"Haymarket Station - Logan Airport, Terminal C",Early mornings only,3,511700040,58653868,0
117-2-0,117,0,Haymarket Station - Maverick Station,Sunday early mornings only,3,511700070,58658116,0
117-5-1,117,1,Wonderland Station - Maverick Station,,1,511701000,58653619,0
117-3-1,117,1,Lynn Bus Garage - Haymarket Station via Maverick Station,Early mornings only,3,511701040,58653851,0
117-8-1,117,1,Broadway & Central Ave - Haymarket Station,Early mornings only,3,511701070,58653870,0
117-_-1,117,1,Wonderland Station - Haymarket Station,Sunday early mornings only,3,511701100,58658180,0
119-1-0,119,0,Beachmont Station - Northgate Shopping Center,Weekdays only,1,511900000,58653177,0
119-3-0,119,0,Beachmont Station - Northgate Shopping Ctr via Tomasello Way,,1,511900020,58653186,0
119-1-1,119,1,Northgate Shopping Center - Beachmont Station,Weekdays only,1,511901000,58653176,0
119-3-1,119,1,Northgate Shopping Ctr - Beachmont Station via Tomasello Way,,1,511901020,58653184,0
120-2-0,120,0,Maverick Station - Orient Heights Station via Wood Island,,1,512000000,58653265,0
120-2-1,120,1,Orient Heights Station - Maverick Station via Jeffries Point,,1,512001000,58653267,0
120-1-1,120,1,Orient Heights Station - Maverick Station,School days only,3,512001040,58653368,0
121-2-0,121,0,Maverick Station - Eagle Square,Weekdays only,1,512100000,58653213,0
121-_-0,121,0,Maverick Station - Wood Island Station,Weekday mornings only,2,512100020,58653229,0
121-2-1,121,1,Eagle Square - Maverick Station,Weekdays only,1,512101000,58653214,0
121-_-1,121,1,Wood Island Station - Maverick Station,Weekday mornings only,2,512101010,58653228,0
131-1-0,131,0,Malden Center - Melrose Highlands Station via East Side,Weekdays only,1,513100000,58474332,0
131-1-1,131,1,Melrose Highlands - Malden Center Station via East Side,Weekdays only,1,513101000,58474333,0
132-_-0,132,0,Malden Center Station - Redstone Shopping Center,,1,513200000,58474267,0
132-_-1,132,1,Redstone Shopping Center - Malden Center Station,,1,513201000,58474268,0
134-3-0,134,0,Wellington Station - North Woburn via Trade Center,Weekdays only,1,513400000,58474401,0
134-6-0,134,0,Wellington Station - Winthrop St & Playstead Rd,,2,513400010,58474778,0
134-5-0,134,0,Wellington Station - North Woburn,,2,513400040,58474227,0
134-2-0,134,0,Wellington - North Woburn via Trade Ctr & Veterans Ctr,Weekday middays only,2,513400080,58474416,0
134-4-0,134,0,Middlesex Ave - Winthrop St & Brooks St,School days only,3,513400090,58474426,0
134-9-0,134,0,Wellington Station - Woburn Square,Sundays only,3,513400110,58624442,0
134-3-1,134,1,North Woburn - Wellington Station via Trade Center,Weekdays only,1,513401000,58474402,0
134-6-1,134,1,Winthrop St & Playstead Rd - Wellington Station,,2,513401010,58474721,0
134-5-1,134,1,North Woburn - Wellington Station,,2,513401040,58474228,0
134-4-1,134,1,Winthrop St & Brooks St - Middlesex Ave,School days only,3,513401080,58474429,0
134-2-1,134,1,North Woburn - Wellington via Trade Ctr & Veterans Ctr,Weekday middays only,3,513401100,58474406,0
134-9-1,134,1,Woburn Square - Wellington Station,Sundays only,3,513401110,58624435,0
137-7-0,137,0,Malden Center - Lincoln St @ Reading Depot,,1,513700000,58474430,0
137-6-0,137,0,Oak Grove Busway - Lincoln St @ Reading Depot,Weekdays only,1,513700040,58474434,0
137-4-0,137,0,Malden Center - Main St @ Water St,Evenings only,3,513700060,58467578,0
137-7-1,137,1,Lincoln St @ Reading Depot - Malden Center,,1,513701000,58474431,0
137-6-1,137,1,Lincoln St @ Reading Depot - Oak Grove Busway,Weekdays only,1,513701040,58474433,0
137-4-1,137,1,Main St @ Water St - Malden Center,Evenings only,3,513701060,58467581,0
171-_-0,171,0,Nubian Station - Logan Airport Terminals,Early mornings only,1,517100000,58403206,0
201-9-0,201,0,Fields Corner - Keystone Apt via Puritan Mall & Neponset Ave,,1,520100000,58751186,0
201-_-0,201,0,Fields Corner - Adams St & Gallivan Blvd via Neponset Ave,,2,520100030,58751188,0
201-8-0,201,0,Fields Corner Station - Keystone Apts via Neponset Ave,Weekdays only,2,520100070,58751201,0
201-8-1,201,1,Keystone Apts - Fields Corner Station via Adams St,,1,520101000,58751189,0
201-_-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,,2,520101030,58751190,0
201-1-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,School days only,3,520101070,58402455_1,0
202-5-0,202,0,Fields Corner Station - Keystone Apts via Adams St,Weekdays only,1,520200000,58751197,0
202-6-1,202,1,Keystone Apts - Fields Corner Station via Neponset Ave,Weekdays only,1,520201000,58751187,0
210-3-0,210,0,Fields Corner Station - Quincy Center Station,Weekdays only,1,521000000,58750656,0
210-_-0,210,0,North Quincy Station - Quincy Center Station,,3,521000020,58748556,0
210-1-0,210,0,Fields Corner Station - Braintree Station,Late nights only,3,521000040,58750655,0
210-3-1,210,1,Quincy Center Station - Fields Corner Station,Weekdays only,1,521001000,58750662,0
210-_-1,210,1,Quincy Center Station - North Quincy Station,,3,521001020,58750529,0
211-_-0,211,0,Squantum - Quincy Center Station,,1,521100000,58750696,0
211-_-1,211,1,Quincy Center Station - Squantum,,1,521101000,58750682,0
211-1-1,211,1,Hollis Ave & Newbury Ave - Squantum,School days only,3,521101040,58750548,0
215-1-0,215,0,Ashmont Station - Quincy Center Station,,1,521500000,58750777,0
215-3-0,215,0,Fields Corner Station - Quincy Center Station,Sundays only,3,521500040,58751697,0
215-2-0,215,0,Adams St & Robertson St - Quincy Center Station,School days only,3,521500050,58750547,0
215-_-0,215,0,North Quincy Station - Quincy Center Station,Early mornings only,3,521500070,58750783,0
215-1-1,215,1,Quincy Center Station - Ashmont Station,,1,521501000,58750774,0
215-3-1,215,1,Quincy Center Station - Fields Corner Station,Sundays only,3,521501040,58751725,0
215-7-1,215,1,Quincy Center Station - East Milton Square,School days only,3,521501050,58750498,0
215-_-1,215,1,Quincy Center Station - North Quincy Station,Early mornings only,3,521501070,58750824,0
216-2-0,216,0,Quincy Center Station - Houghs Neck via Germantown,,1,521600000,58750834,0
216-4-0,216,0,Quincy Center - Houghs Neck via McGrath Hwy & Germantown,,2,521600040,58750911,0
216-5-0,216,0,Coddington St & Newcomb St - Houghs Neck via Germantown,School days only,3,521600070,58751171,0
216-1-0,216,0,Calvin Rd & Moffat Rd - Houghs Neck,School days only,3,521600090,58750862,0
216-6-0,216,0,Calvin Rd & Moffat Rd - Germantown,School days only,3,521600110,58750846,0
216-_-1,216,1,Houghs Neck - Quincy Center Station,,1,521601000,58750837,0
216-4-1,216,1,Houghs Neck - Quincy Center Station via McGrath Hwy,,2,521601040,58750836,0
217-8-0,217,0,Ashmont Station - Quincy Center Station via North Quincy,Weekdays only,1,521700000,58750537,0
217-1-0,217,0,Ashmont - Quincy Center via North Quincy & Hollis Ave,AM peak hours only,2,521700010,58750546,0
217-8-1,217,1,Quincy Center Station - Ashmont Station via North Quincy,Weekdays only,1,521701000,58750536,0
217-2-1,217,1,Hollis Ave & Newbury Ave - Bryant Ave & Upton St,School days only,2,521701020,58750573,0
220-3-0,220,0,Quincy Center Station - Hingham Depot,,1,522000000,58750496,0
220-4-0,220,0,Quincy Center Station - Hingham Depot via Hingham Center,Weekdays only,2,522000040,58751252,0
220-3-1,220,1,Hingham Depot - Quincy Center Station,,1,522001000,58750497,0
222-9-0,222,0,Quincy Center Station - Pleasant St & Washington St,,1,522200000,58750499,0
222-_-0,222,0,Quincy Center Station - East Weymouth,,1,522200040,58750488,0
222-_-1,222,1,East Weymouth - Quincy Center Station,,1,522201000,58750489,0
222-9-1,222,1,Pleasant St & Washington St - Quincy Center Station,,1,522201040,58750500,0
225-1-0,225,0,Quincy Center Station - Weymouth Landing via South St,,1,522500000,58750574,0
225-_-0,225,0,Quincy Center Station - Weymouth Landing via Quincy Ave,,1,522500040,58750582,0
225-1-1,225,1,Weymouth Landing - Quincy Center Station via South St,,1,522501000,58750584,0
225-_-1,225,1,Weymouth Landing - Quincy Center Station via Quincy Ave,,1,522501040,58750576,0
226-_-0,226,0,Braintree Station - Columbian Square,,1,522600000,58750590,0
226-_-1,226,1,Columbian Square - Braintree Station,,1,522601000,58750575,0
230-3-0,230,0,Quincy Center Station - Montello Station,,1,523000000,58750720,0
230-5-0,230,0,Quincy Center Station - Montello Station via Holbrook Ct,Weekday middays only,3,523000040,58750768,0
230-3-1,230,1,Montello Station - Quincy Center Station,,1,523001000,58750723,0
230-5-1,230,1,Montello Station - Quincy Center Station via Holbrook Ct,Weekday middays only,2,523001040,58750721,0
236-2-0,236,0,Quincy Center Station - South Shore Plaza,,1,523600000,58750492,0
236-3-0,236,0,Quincy Center Station - Braintree Station,Mornings only,3,523600040,58750530,0
236-2-1,236,1,South Shore Plaza - Quincy Center Station,,1,523601000,58750493,0
236-3-1,236,1,Braintree Station - Quincy Center Station,Mornings only,2,523601040,58750531,0
238-9-0,238,0,Quincy Center Station - Holbrook/Randolph Station,Weekdays only,1,523800000,58750922,0
238-7-0,238,0,Quincy Center Station - Crawford Square,,2,523800020,58750925,0
238-3-0,238,0,Quincy Center Station - Avon Square,,3,523800050,58750969,0
238-9-1,238,1,Holbrook/Randolph Station - Quincy Center Station,Weekdays only,1,523801000,58750918,0
238-7-1,238,1,Crawford Square - Quincy Center Station,,2,523801020,58750920,0
238-3-1,238,1,Avon Square - Quincy Center Station,Sundays only,3,523801050,58751993,0
240-1-0,240,0,Ashmont Station - Avon Square,,1,524000000,58750927,0
240-9-0,240,0,Ashmont Station - Holbrook/Randolph Station,Weekdays only,1,524000040,58750930,0
240-_-0,240,0,Ashmont Station - Crawford Square,,3,524000060,58750974,0
240-1-1,240,1,Avon Square - Ashmont Station,,1,524001000,58750917,0
240-9-1,240,1,Holbrook/Randolph Station - Ashmont Station,Weekdays only,2,524001040,58750921,0
240-_-1,240,1,Memorial Pkwy - Ashmont Station,,2,524001050,58750978,0
240-3-1,240,1,Holbrook/Randolph Station - North Randolph,Weekday evenings only,3,524001090,58750962,0
240-2-1,240,1,Crawford Square - North Randolph,,3,524001100,58750966,0
245-_-0,245,0,Mattapan Station - Quincy Center Station via Edge Hill Rd,Weekdays only,1,524500000,58750533,0
245-8-0,245,0,Mattapan - Quincy Center via Alleyne St & Edge Hill Rd,AM peak hours only,2,524500020,58750526,0
245-_-1,245,1,Quincy Center Station - Mattapan Station via Edge Hill Rd,Weekdays only,1,524501000,58750525,0
245-5-1,245,1,Hancock St & St Anns Rd - Newport Ave & Beale St,School days only,3,524501010,58750549,0
350-5-0,350,0,Alewife Station - North Burlington via Burlington Mall,,1,535000000,58556324,0
350-4-0,350,0,Alewife Station - North Burlington,,2,535000040,58556337,0
350-8-0,350,0,Alewife Station - Northwest Park,Weekday early mornings only,3,535000080,58556354,0
350-5-1,350,1,North Burlington - Alewife Station via Burlington Mall,,1,535001000,58556322,0
350-4-1,350,1,North Burlington - Alewife Station,,3,535001040,58564674,0
351-_-0,351,0,Third Ave - Bedford Woods Dr,Weekdays only,1,535100000,58556310,0
351-1-0,351,0,Third Ave - Bedford Woods Dr via EMD Serono,Weekday mornings only,1,535100010,58556323,0
351-1-1,351,1,Bedford Woods Dr - Third Ave via EMD Serono,Weekdays only,1,535101000,58556312,0
351-_-1,351,1,Bedford Woods Dr - Third Ave,Weekdays only,1,535101010,58556321,0
354-4-0,354,0,"State St, Boston - North Burlington via West Cummings Park",Weekdays only,1,535400000,58474502,0
354-6-0,354,0,"State St, Boston - North Burlington via Medford Sq & West Cummings Park",Weekdays only,2,535400030,58474488,0
354-4-1,354,1,"North Burlington - State St, Boston via West Cummings Park",Weekdays only,1,535401000,58474487,0
354-6-1,354,1,"North Burlington - State St, Boston via West Cummings Park & Medford Sq",Weekdays only,1,535401030,58474503,0
411-1-0,411,0,Malden Center Station - Kennedy Dr,Weekdays only,1,541100000,58474570,0
411-9-0,411,0,Malden Center Station - Jack Satter House via Kennedy Dr,,1,541100020,58474562,0
411-9-1,411,1,Jack Satter House - Malden Center Station via Kennedy Dr,,1,541101000,58474565,0
411-1-1,411,1,Kennedy Dr - Malden Center Station,Weekdays only,1,541101030,58474631,0
424-6-0,424,0,Wonderland Station - Eastern Ave & Essex St,Weekdays only,1,542400000,58653104,0
424-6-1,424,1,Eastern Ave & Essex St - Wonderland Station,Weekday mornings only,1,542401000,58653101,0
426-_-0,426,0,"Haymarket Station - Central Square, Lynn",Weekdays only,1,542600000,58653089,0
426-7-0,426,0,"Wonderland Station - Central Square, Lynn via Silsbee St",,2,542600020,58653095,0
426-2-0,426,0,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,542600050,58653362,0
426-3-0,426,0,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,542600070,58653371,0
426-5-0,426,0,"Haymarket Station - Central Square, Lynn via Bell Cir",Weekday late nights only,3,542600090,58653617,0
426-_-1,426,1,"Central Square, Lynn - Haymarket Station",Weekdays only,1,542601000,58653083,0
426-7-1,426,1,"Central Square, Lynn - Wonderland Station",,2,542601020,58653087,0
428-_-0,428,0,Haymarket Station - Oaklandvale,Weekdays only,1,542800000,58653382,0
428-_-1,428,1,Oaklandvale - Haymarket Station,Weekday mornings only,1,542801000,58653379,0
429-_-0,429,0,Central Sq - Northgate Ctr via Square One & Garfield Ave,,1,542900000,58653161,0
429-1-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Garfield Ave",Weekday mornings only,2,542900040,58653158,0
429-3-0,429,0,"Central Square, Lynn - O'Callaghan Way & Fecteau Way",School days only,3,542900060,58653358,0
429-2-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Square One",Evenings only,3,542900090,58653168,0
429-5-0,429,0,Neptune Towers - O'Callaghan Way & Osborne St,School days only,3,542900120,58653367,0
429-_-1,429,1,Northgate Ctr - Central Sq via Square One & Garfield Ave,,1,542901000,58653148,0
429-1-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Garfield Ave",Weekday mornings only,2,542901040,58653144,0
429-3-1,429,1,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,542901060,58653370,0
429-2-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Square One",Evenings only,3,542901080,58653155,0
429-4-1,429,1,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,542901110,58653363,0
430-1-0,430,0,Malden Center Station - Saugus Center,,1,543000000,58474550,0
430-6-0,430,0,Malden Center Station - Saugus Center (Omits Square One),Weekday mornings only,2,543000040,58474561,0
430-7-0,430,0,Salem St & Sprague St - Square One Mall,School days only,3,543000060,58474598,0
430-2-0,430,0,Malden Center Station - Saugus Center via Kennedy Dr,Weekday evenings only,3,543000080,58472090,0
430-1-1,430,1,Saugus Center - Malden Center Station,,1,543001000,58474551,0
430-6-1,430,1,Saugus Center - Malden Center Station (Omits Square One),Weekdays only,2,543001040,58474563,0
430-2-1,430,1,Saugus Center - Malden Center Station via Kennedy Dr,Weekday evenings only,3,543001050,58472209,0
435-8-0,435,0,Neptune Towers - Salem Depot,,1,543500000,58653406,0
435-7-0,435,0,"Central Square, Lynn - Salem Depot",,2,543500030,58653407,0
435-6-0,435,0,Neptune Towers - Liberty Tree Mall,Sundays only,3,543500070,58658091,0
435-_-0,435,0,"Central Square, Lynn - Liberty Tree Mall",Sundays only,3,543500080,58658101,0
435-8-1,435,1,Salem Depot - Neptune Towers,,1,543501000,58653405,0
435-7-1,435,1,"Salem Depot - Central Square, Lynn",,2,543501030,58653408,0
435-6-1,435,1,Liberty Tree Mall - Neptune Towers,Sundays only,3,543501070,58658092,0
435-_-1,435,1,"Liberty Tree Mall - Central Square, Lynn via Danvers Square",Sundays only,3,543501080,58658094,0
436-_-0,436,0,"Central Square, Lynn - Liberty Tree Mall",,1,543600000,58653110,0
436-1-0,436,0,"Central Square, Lynn - North Shore Mall",Weekday mornings only,2,543600030,58653128,0
436-2-0,436,0,"Central Square, Lynn - Goodwins Circle",,3,543600050,58653135,0
436-_-1,436,1,"Liberty Tree Mall - Central Square, Lynn",,1,543601000,58653118,0
436-1-1,436,1,"North Shore Mall - Central Square, Lynn",Weekdays only,2,543601040,58653132,0
436-3-1,436,1,Goodwins Circle - Neptune Towers,Weekday mornings only,3,543601050,58653136,0
436-8-1,436,1,Broadway & Conomo Ave - Lynn Bus Garage,School days only,3,543601060,58653357,0
436-9-1,436,1,Goodridge St & Memorial Park Ave - Lynn Bus Garage,School days only,3,543601080,58653361,0
436-2-1,436,1,"Goodwins Circle - Central Square, Lynn",Mornings only,3,543601100,58655826,0
439-_-0,439,0,"Central Square, Lynn - Nahant",Weekdays only,1,543900000,58653175,0
439-3-0,439,0,Wonderland Station - Nahant,Weekdays only,1,543900020,58653248,0
439-3-1,439,1,Nahant - Wonderland Station,Weekdays only,1,543901000,58653241,0
439-_-1,439,1,"Nahant - Central Square, Lynn",Weekdays only,2,543901020,58653174,0
441-7-0,441,0,Wonderland Station - Marblehead via Paradise Rd,,1,544100000,58653509,0
441-5-0,441,0,Wonderland - Marblehead via Paradise Rd (Omits Point of Pines),Weekdays only,2,544100040,58653514,0
441-9-0,441,0,Lynn Bus Garage - Marblehead via Paradise Rd,Early mornings only,3,544100050,58653560,0
441-7-1,441,1,Marblehead - Wonderland Station via Paradise Rd,,1,544101000,58653556,0
441-5-1,441,1,Marblehead - Wonderland via Paradise Rd (Omits Point of Pines),Weekdays only,2,544101030,58653541,0
441442-1-0,441442,0,"Wonderland Station - Ocean St, Lynn",,1,544110000,58653521,0
441442-1-1,441442,1,"Ocean St, Lynn - Wonderland Station",,1,544111000,58653520,0
442-7-0,442,0,Wonderland Station - Marblehead via Humphrey St,,1,544200000,58653553,0
442-5-0,442,0,Wonderland - Marblehead via Humphrey St (Omits Point of Pines),Weekdays only,2,544200040,58653515,0
442-9-0,442,0,Lynn Bus Garage - Marblehead via Humphrey St,Mornings only,3,544200060,58653599,0
442-7-1,442,1,Marblehead - Wonderland Station via Humphrey St,,1,544201000,58653512,0
442-5-1,442,1,Marblehead - Wonderland via Humphrey St (Omits Point of Pines),Weekday mornings only,2,544201040,58653561,0
442-9-1,442,1,Marblehead - Lynn Bus Garage via Humphrey St,Sunday late nights only,3,544201060,58658408,0
450-8-0,450,0,Haymarket Station - Salem Depot,Weekdays only,1,545000000,58653454,0
450-7-0,450,0,Wonderland Station - Salem Depot,,2,545000020,58658236,0
450-9-0,450,0,Lynn Bus Garage - Salem Depot,Mornings only,3,545000040,58653494,0
450-8-1,450,1,Salem Depot - Haymarket Station,Weekdays only,1,545001000,58653458,0
450-7-1,450,1,Salem Depot - Wonderland Station,,2,545001020,58658219,0
450-9-1,450,1,Salem Depot - Lynn Bus Garage,Late nights only,3,545001040,58653453,0
451-1-0,451,0,Salem Depot - North Beverly Station via Tozer Rd,Weekdays only,1,545100000,58653385,0
451-_-0,451,0,Salem Depot - North Beverly Station via Cabot St,Weekdays only,1,545100020,58653391,0
451-_-1,451,1,North Beverly Station - Salem Depot via Cabot St,Weekdays only,1,545101000,58653388,0
451-1-1,451,1,North Beverly Station - Salem Depot via Tozer Rd,Weekdays only,1,545101010,58653394,0
455-7-0,455,0,Wonderland Station - Salem Depot (Omits Shetland Park),,1,545500000,58653903,0
455-8-0,455,0,Lynn Bus Garage - Salem Depot (Omits Shetland Park),Early mornings only,3,545500040,58653921,0
455-7-1,455,1,Salem Depot - Wonderland Station (Omits Shetland Park),,1,545501000,58653904,0
455-5-1,455,1,"Central Square, Lynn - Wonderland Station",Early mornings only,3,545501040,58653108,0
455-3-1,455,1,Brookline St & Empire St - Lynn Bus Garage,School days only,3,545501070,58653374,0
455-8-1,455,1,Salem Depot - Lynn Bus Garage (Omits Shetland Park),Evenings only,3,545501090,58658075,0
456-_-0,456,0,"Central Square, Lynn - Salem Depot",Weekdays only,1,545600000,58653441,0
456-_-1,456,1,"Salem Depot - Central Square, Lynn",Weekday middays only,1,545601000,58653440,0
501-5-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq,,1,550100000,58367759,0
501-4-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq & Cambridge St,,2,550100030,58367825,0
501-4-1,501,1,Brighton Center - Federal St & Franklin St via Copley Sq,,1,550101000,58367824,0
501-5-1,501,1,Brighton Center - Federal St & Franklin St via Cambridge St & Copley Sq,,1,550101030,58367812,0
504-2-0,504,0,Federal & Franklin - Watertown via Copley Sq and Newton Crnr,,1,550400000,58368181,0
504-2-1,504,1,Watertown Yard - Federal St & Franklin St via Copley Square,,1,550401000,58368165,0
505-6-0,505,0,Federal St & Franklin St - Waltham Center via School St,Weekdays only,1,550500000,58367762,0
505-5-0,505,0,Federal St & Franklin St - Waltham Center,Weekdays only,2,550500020,58367877,0
505-5-1,505,1,Waltham Center - Federal St & Franklin St via School St,Weekdays only,1,550501000,58367875,0
505-6-1,505,1,Waltham Center - Federal St & Franklin St,Weekdays only,2,550501020,58367794,0
553-6-0,553,0,Newton Corner - Roberts,,1,555300000,58367832,0
553-6-1,553,1,Roberts - Newton Corner,,1,555301000,58367831,0
554-6-0,554,0,Newton Corner - Waverly Square,Weekdays only,1,555400000,58367937,0
554-6-1,554,1,Waverly Square - Newton Corner,Weekdays only,1,555401000,58367936,0
556-6-0,556,0,Newton Corner - Waltham Highlands,Weekdays only,1,555600000,58367949,0
556-6-1,556,1,Waltham Highlands - Newton Corner,Weekdays only,1,555601000,58367948,0
558-7-0,558,0,Newton Corner - Riverside Station,Weekdays only,1,555800000,58404059,0
558-7-1,558,1,Riverside Station - Newton Corner,Weekdays only,1,555801000,58404148,0
712-1-0,712,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,571200000,58876452,0
712-_-0,712,0,"Orient Heights Station, South Busway - Point Shirley",,1,571200030,58876402,0
712-1-1,712,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,571201000,58876403,0
712-_-1,712,1,"Point Shirley - Orient Heights Station, South Busway",,3,571201040,58876971,0
713-1-0,713,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,571300000,58876451,0
713-_-0,713,0,Orient Heights Station  - Point Shirley (South Busway),,3,571300040,58876997,0
713-1-1,713,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,571301000,58876408,0
713-_-1,713,1,Point Shirley - Orient Heights Station  (South Busway),,1,571301030,58876377,0
714-_-0,714,0,Hingham Depot - Pemberton Point,,1,571400000,58879745,0
714-_-1,714,1,Pemberton Point - Hingham Depot,,1,571401000,58879750,0
716-_-0,716,0,Mattapan Station - Cobbs Corner,Weekdays only,1,571600000,58879959,0
716-1-0,716,0,Mattapan Station - Cobbs Corner (Omits Royall St),Saturdays only,2,571600020,58587021,0
716-_-1,716,1,Cobbs Corner - Mattapan Station,Weekdays only,1,571601000,58879954,0
716-1-1,716,1,Cobbs Corner - Mattapan Station (Omits Royall St),Saturdays only,2,571601020,58587026,0
Shuttle-AndersonWoburnReading-0-0,Shuttle-AndersonWoburnReading,0,Anderson/Woburn - Reading,,4,602310990,CR-HaverhillReadingWoburnFall-Weekday-0-05:33:00,0
Shuttle-AndersonWoburnReading-0-1,Shuttle-AndersonWoburnReading,1,Reading - Anderson/Woburn,,4,602311990,CR-HaverhillReadingWoburnFall-Weekday-1-06:12:00,0
Shuttle-AshlandFramingham-0-0,Shuttle-AshlandFramingham,0,Framingham - Ashland,,4,602380990,CR-627999-541-AshClosedFramShuttleDyn1,0
Shuttle-AshlandFramingham-0-1,Shuttle-AshlandFramingham,1,Ashland - Framingham,,4,602381990,CR-628001-538-AshClosedFramShuttleDyn1,0
Shuttle-AshmontJFK-_-0,Shuttle-AshmontJFK,0,JFK/UMass - Ashmont,,1,602500000,59525330,0
Shuttle-AshmontJFK-_-1,Shuttle-AshmontJFK,1,Ashmont - JFK/UMass,,1,602501000,59525328,0
Shuttle-JFKMattapan-9-0,Shuttle-JFKMattapan,0,JFK/UMass - Mattapan,,1,619900000,59525331,0
Shuttle-JFKMattapan-9-1,Shuttle-JFKMattapan,1,Mattapan - JFK/UMass,,1,619901000,59525332,0
Shuttle-LynnSwampscott-0-0,Shuttle-LynnSwampscott,0,Lynn - Swampscott,,4,620530990,CR-NewburyportLynnShuttleFall-Weekday-0-05:08:00,0
Shuttle-LynnSwampscott-0-1,Shuttle-LynnSwampscott,1,Swampscott - Lynn,,4,620531990,CR-NewburyportLynnShuttleFall-Weekday-1-05:31:00,0
